id,date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
82,31/01/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,glass,500ml,0.56,39056
83,31/01/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.55,12229
84,31/01/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,can,330ml,0.68,13970
85,31/01/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,plastic,1.5lt,3.03,5330
86,31/01/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,plastic,1.5lt,0.85,26884
87,31/01/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,plastic,1.5lt,1.47,15702
88,31/01/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,glass,500ml,0.87,14309
89,31/01/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.64,21095
90,29/02/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,glass,500ml,0.96,10799
91,29/02/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,plastic,1.5lt,2.9,7114
92,29/02/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,can,330ml,0.82,8616
93,29/02/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.39,29463
94,29/02/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,glass,500ml,0.87,16695
95,29/02/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,plastic,1.5lt,2.51,5777
96,29/02/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,glass,500ml,0.73,11362
97,29/02/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,plastic,1.5lt,1.35,7946
98,29/02/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,can,330ml,0.23,41963
99,29/02/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,glass,500ml,0.7,17446
100,29/02/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,plastic,1.5lt,2.16,7515
101,29/02/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,can,330ml,0.56,16815
102,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,glass,500ml,1.25,10413
103,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,plastic,1.5lt,2.34,9527
104,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,can,330ml,0.89,7156
105,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,glass,500ml,1.02,15140
106,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,1.61,12356
107,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,glass,500ml,0.51,24366
108,29/02/12,Irakleion,35.32787,,134219,shop_2,orange-power,plastic,1.5lt,1.96,13305
109,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,can,330ml,0.44,33120
110,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,glass,500ml,0.59,27468
111,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,glass,500ml,0.71,18764
112,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,plastic,1.5lt,1.67,10790
113,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,can,330ml,0.67,11939
114,29/02/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,glass,500ml,1.3,14558
115,29/02/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,can,330ml,0.74,13663
116,29/02/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,plastic,1.5lt,3.63,6510
117,29/02/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,can,330ml,0.72,23189
118,29/02/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,glass,500ml,0.8,33467
119,29/02/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,plastic,1.5lt,1.23,31679
120,29/02/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,can,330ml,0.18,65860
121,29/02/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,glass,500ml,0.6,46017
122,29/02/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,can,330ml,0.28,60087
123,29/02/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,glass,500ml,0.84,24260
124,29/02/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,plastic,1.5lt,1.68,16902
125,29/02/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,can,330ml,0.46,25713
126,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,glass,500ml,1.44,8015
127,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,plastic,1.5lt,2.51,9418
128,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,can,330ml,0.59,15152
129,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,glass,500ml,1.19,11993
130,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,plastic,1.5lt,3.15,9196
131,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,can,330ml,0.82,13290
132,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,glass,500ml,0.91,20486
133,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,can,330ml,0.39,33083
134,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,glass,500ml,0.61,26542
135,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,can,330ml,0.28,41854
136,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,glass,500ml,0.94,18081
137,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,plastic,1.5lt,2.36,8674
138,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,can,330ml,0.63,14972
139,29/02/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,glass,500ml,1.13,8191
140,29/02/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,plastic,1.5lt,2.89,4359
141,29/02/12,Athens,,,672130,shop_3,orange-power,glass,500ml,0.77,16804
142,29/02/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,plastic,1.5lt,2.3,6134
143,29/02/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,plastic,1.5lt,0.98,14749
144,29/02/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,can,330ml,0.23,31283
145,29/02/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,glass,500ml,0.74,10913
146,29/02/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,plastic,1.5lt,1.37,10071
147,29/02/12,Athens,,,672130,shop_3,lemon-boost,can,330ml,0.62,8824
148,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,plastic,1.5lt,2.39,8347
149,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,glass,500ml,1.33,8701
150,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,plastic,1.5lt,2.67,9505
151,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.88,8850
152,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,glass,500ml,0.92,11940
153,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,plastic,1.5lt,1.62,11135
154,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,can,330ml,0.44,21358
155,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,glass,500ml,0.52,24485
156,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,plastic,1.5lt,1,13945
157,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,can,330ml,0.38,18011
158,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,glass,500ml,0.65,14859
159,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,plastic,1.5lt,2.25,8889
160,29/02/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,plastic,1.5lt,3.17,9343
161,29/02/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.67,8954
162,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,glass,500ml,1.46,6972
163,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,can,330ml,0.54,11835
164,29/02/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,glass,500ml,0.48,24822
165,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.67,17989
166,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,can,330ml,0.22,47555
167,29/02/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,plastic,1.5lt,0.55,39745
168,29/02/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,can,330ml,0.36,30933
169,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,plastic,1.5lt,0.38,38461
170,29/02/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,plastic,1.5lt,2.03,14801
171,29/02/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,can,330ml,0.84,6111
172,29/02/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,glass,500ml,1.29,6763
173,29/02/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,glass,500ml,1.3,8324
174,29/02/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,3.23,6687
175,29/02/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.39,21239
176,29/02/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,can,330ml,0.37,22035
177,29/02/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,can,330ml,0.74,8187
178,29/02/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,plastic,1.5lt,1.12,21164
179,29/02/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,glass,500ml,1.29,14052
180,31/03/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,glass,500ml,1.33,12248
181,31/03/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,plastic,1.5lt,2.87,10955
182,31/03/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,can,330ml,0.89,9656
183,31/03/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.65,14881
184,31/03/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,plastic,1.5lt,1.58,25940
185,31/03/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,can,330ml,0.26,59678
186,31/03/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,glass,500ml,0.65,30816
187,31/03/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,plastic,1.5lt,1.81,14927
188,31/03/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,can,330ml,0.59,18032
189,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,glass,500ml,1.18,14321
190,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,plastic,1.5lt,2.72,11422
191,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,can,330ml,0.65,20461
192,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,glass,500ml,1.32,14333
193,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,2.73,15019
194,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,glass,500ml,0.79,37443
195,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,plastic,1.5lt,1.43,28770
196,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,can,330ml,0.5,37527
197,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,glass,500ml,0.59,45858
198,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,plastic,1.5lt,0.97,30527
199,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,can,330ml,0.27,65904
200,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,glass,500ml,0.8,24792
201,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,plastic,1.5lt,2.85,7657
202,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,can,330ml,0.39,34868
203,31/03/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,glass,500ml,1.52,13455
204,31/03/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,plastic,1.5lt,2.54,15703
205,31/03/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,can,330ml,0.9,15900
206,31/03/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,glass,500ml,1.41,20640
207,31/03/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,plastic,1.5lt,2.47,21964
208,31/03/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,can,330ml,0.73,31895
209,31/03/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,glass,500ml,0.73,44807
210,31/03/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,plastic,1.5lt,1.84,30099
211,31/03/12,Patra,,21.73444,164250,shop_6,orange-power,can,330ml,0.43,58697
212,31/03/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,glass,500ml,0.63,47949
213,31/03/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,can,330ml,0.27,83074
214,31/03/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,plastic,1.5lt,1.77,24045
215,31/03/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,can,330ml,0.67,21266
216,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,glass,500ml,1.6,9557
217,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,plastic,1.5lt,3.46,8949
218,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,can,330ml,0.79,16093
219,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,glass,500ml,1.06,29188
220,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,can,330ml,0.72,22784
221,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,glass,500ml,0.7,54080
222,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,can,330ml,0.3,61832
223,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,glass,500ml,0.53,59663
224,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,plastic,1.5lt,0.6,50316
225,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,can,330ml,0.29,61129
226,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,plastic,1.5lt,2.34,13874
227,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,can,330ml,0.51,24110
228,31/03/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,glass,500ml,1.24,10319
229,31/03/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,plastic,1.5lt,3.67,5045
230,31/03/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,can,330ml,0.8,10386
231,31/03/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,0.85,19424
232,31/03/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,glass,500ml,0.57,33568
233,31/03/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,plastic,1.5lt,1.3,21788
234,31/03/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,glass,500ml,0.61,27346
235,31/03/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,plastic,1.5lt,0.45,33115
236,31/03/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,can,330ml,0.29,38321
237,31/03/12,Athens,,,672130,shop_3,lemon-boost,plastic,1.5lt,1.46,13739
238,31/03/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,can,330ml,0.52,17351
239,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,glass,500ml,1.37,8959
240,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,can,330ml,0.8,13943
241,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,glass,500ml,1.12,16023
242,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.6,19785
243,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,glass,500ml,0.89,23900
244,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,plastic,1.5lt,1.43,17776
245,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,can,330ml,0.51,25242
246,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,glass,500ml,0.4,55401
247,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,plastic,1.5lt,0.54,34972
248,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,can,330ml,0.31,38927
249,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,glass,500ml,1.17,7708
250,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,plastic,1.5lt,1.75,12816
251,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,can,330ml,0.58,19137
252,31/03/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,plastic,1.5lt,1.03,37979
253,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,plastic,1.5lt,2.2,15560
254,31/03/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,glass,500ml,0.95,24821
255,31/03/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.71,18762
256,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,plastic,1.5lt,2.55,21970
257,31/03/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,plastic,1.5lt,0.93,31097
258,31/03/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,glass,500ml,1.22,12744
259,31/03/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,glass,500ml,0.61,42741
260,31/03/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.77,13152
261,31/03/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.67,22329
262,31/03/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,can,330ml,0.28,38019
263,31/03/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,glass,500ml,0.72,20219
264,31/03/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,glass,500ml,0.73,22825
265,31/03/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,glass,500ml,0.91,28679
266,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,plastic,1.5lt,1.95,15872
267,31/03/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,can,330ml,0.2,67246
268,31/03/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,plastic,1.5lt,3.67,6391
